pet_sno,user_sno,target_no,name,birth,fat
pUGVbd4OGogbw5fDjAKsF,uHd7lNGHY49DHhSZ60pUM,7,.,2020-01-01,1
p0bJ5sNR4NufxI0izQ2gX,uSOkSm851jcDnVIkZltah,5,.,2020-01-01,1
pxy1QFcOIDqVG8BFCtjIZ,uU66U7z60ib3bbUV76V4W,2,.,2020-01-01,3
phyVEpTbSgK5Dhi9ZITjK,uFBmdDZ01N0vJrGpT3LdV,2,.,2020-01-01,3
p13xP9rbeEBZI8TZf93Jl,ufS9lakz0lltEpH7yn3G3,3,.,2020-01-01,4
pqbii8I974xaT5zCbIabe,uzoyT0UkJQH7AqCh02PQh,1,.,2020-01-01,3
psbaYLrUQjHbOJXB5fOUg,uVczKJrIKtZrCQHBbLELJ,5,.,2020-01-01,3
pPtOvynZYgH5DoA5Y3sgP,ufAM0M3Xen94vrHeMBz9E,7,.,2020-01-01,3
pOPl46bYxZpeqVt9WH3dm,u3UuP2s2XsnP4mZBVFZNA,4,.,2020-01-01,2
pa8zXz86OhhJcZqKMWmhW,u0qk6jFXpJKxVPuYZVBfh,7,.,2020-01-01,1
pH3mBlAJ5PUGTKh5aTXs7,uEJqF8iB3iHwVoYpiMf5Q,3,.,2020-01-01,4
pRqpdVhsomlu82iACDOss,uwPgp3raabT3mxNcbxZu2,7,.,2020-01-01,4
pFRoLjyw87GIIT0W48Ld5,urSf86NPkRy2gU6d58Z7w,1,.,2020-01-01,5
pML6TyyGutgJyTlIoL3tL,uirv1wwegq5cSJIpK2YBt,3,.,2020-01-01,2
pgOcLFWeG2knUMKfMaxNt,ujnT54Ke7Yuif0RjR6ADD,2,.,2020-01-01,5
pZJMOoEg1LCjtSobEtGzL,uRBqG3kYASUeVtmdDZ66L,3,.,2020-01-01,1
prHPqzMlUnlQVLq1N8RiC,utX4LI6soojKQdLnYxwrm,3,.,2020-01-01,5
pyOHgB0n8FbnXBEUf7fGU,uQ12SuDXx1dJ79vFOphbN,1,.,2020-01-01,2
pkyYArZ5AVRNpUc4rrpCb,uuEARLCObeXDBElnjkbYn,1,.,2020-01-01,4
pqmr8MpgHUe8D110vdobx,u1sH6RFKxMu7bEK4xnaGo,3,.,2020-01-01,1
p6gAEEhSq6sWVtTb8kMl9,uq47z6hrik7Exeb7I6Njt,4,.,2020-01-01,1
pUF4lY4gyizd5ZX33tsRV,uv88qFWrBd0VZMdGzpare,2,.,2020-01-01,3
posmGlhtHPVBIvLlZ8Ni4,uJvKK9g3GbnAKYhXMIkzx,2,.,2020-01-01,3
pfMCr0VKGP85EWSr1gcVz,ulE7hwyXLpw4OnoYSawIK,3,.,2020-01-01,3
pAbmfRiUm7Q9rBjpMqaSE,u8cJTMXVAOAgx8keokquO,3,.,2020-01-01,4
p9gW8nLpNKQaxzSJp1pE6,uzs0QSCGQa3K9h4KY7wKl,2,.,2020-01-01,3
pG5Ixlce5LE9IKR86RFIp,utN2liDu5T1rCzTVx6zBa,1,.,2020-01-01,2
p082nfq3eFqucmsOWuYz1,u6zaymNwLGflwlp9WPl7S,6,.,2020-01-01,4
pvhY3pYZ8llUdzyvGinGv,u9hF9lqyfwcFhbhQg2fHA,3,.,2020-01-01,5
ppClrZrWGhNH6g6mKgPwZ,uC7uft6nYv9ts9LgoxFUN,7,.,2020-01-01,3
pYNNTN1DUhaGB4NRdfxRE,uA4Ng4B198Wq1gUM6UFRL,2,.,2020-01-01,3
p3XKrX74YByCPvCsw7lk7,u7oBHaQRckpqtxZBq2zBf,4,.,2020-01-01,2
pOvB3vZRyx0Zk2uqGKyJJ,u8AselmTVxbIV6lWnHDUU,6,.,2020-01-01,4
pGAY5bKfenMYioPt0p1Vi,uLxP5XgjNoICfaOe309y9,7,.,2020-01-01,2
pZIicjrsV3pbxRdcLXSe1,ujvhH13g9DBd79CYZoW5i,3,.,2020-01-01,4
pYo5wBSXkxKOlfNUgc2ld,uvrgH6vuC4Quidyn0ekY3,5,.,2020-01-01,1
pUiVwGyESyhvArEfE0Y3q,uylL0EH4fe1zpDsPG1gKc,7,.,2020-01-01,1
phvR7e4RvyoNlAriwvKgX,uvPuAk0yuSTbWxS2axYOA,1,.,2020-01-01,3
pZjNpuSDoTwlyyBwhvj6x,u8WrHGqJ8yU4zuIAAbdLR,2,.,2020-01-01,1
piR8uuxi6767GysHOL0NL,uDoL1ojngsRVbfugVLHK9,4,.,2020-01-01,5
p0Z2jqTgbi86nnptrXNTt,u5Z4uJmpyPVktKqkHOf1Y,5,.,2020-01-01,5
pVGQyCPBdpCNHwLYEEpcz,uVI4MlNFwo3AWmg1NzR5J,2,.,2020-01-01,1
ps37LCJRoRNVNNiYiwufW,uWMJC0vDYLx6QkgPlTvTI,3,.,2020-01-01,2
pOO7QNDGRvXcZjY2gjKCy,uW66tngHl4RLNCduGcaTG,3,.,2020-01-01,4
pihX7TJpYCEDbjcPRQG4r,umEPyXuOua45i7Xo61e8m,6,.,2020-01-01,2
pEcdPzsVQrBUBIOoYxSqe,u9V3CyOqbhkFPD5WI9Cxq,1,.,2020-01-01,2
pFmw9UHftBuL7xyfcSCC0,ukkPtep1SgE5JcfvUI6lQ,4,.,2020-01-01,4
psA4kLRYhZC4WtDmRHkgj,ulTLKAMOJte2t2XbkR2c8,1,.,2020-01-01,5
pp94Mkzt9ifLVQSAYmP0Y,usDLWD8MuD87g3THfYBpu,2,.,2020-01-01,5
pl0CF5aLulZa0dslUFFC5,uudPFvbjaSRDI6q6Myo3a,2,.,2020-01-01,4
pM0pkyrIVUm346SXXiq3Z,uZAXpqZQRccmrtXt0QQlh,7,.,2020-01-01,1
paK7KvFuF09E5fJYfRfUv,uzRS8AgVZQ1UkGrqnjIA3,1,.,2020-01-01,1
pOuzpewJlSlf2LRnU0DC1,uiZbRLisAENxxs8qRGkpy,1,.,2020-01-01,3
ptKFNT31QjlsknF4TlbRK,uIrzEd55PHo4TfFg20VFV,3,.,2020-01-01,3
pqR2vPIITQIfYfTi5Mo4h,uHCgyZge2raaKShQX8uT2,7,.,2020-01-01,5
pVn9nuw9YmK8RVgQXIZz1,uewh2mArtHIeUt4GebHlp,5,.,2020-01-01,3
p6QC5anUYSKRemnuIS52N,uRjXCvWFBFYsUUFA1bYLS,2,.,2020-01-01,1
pLlpTFKmKOoYxLjAQW9dg,uDUDplkYZ0ZSUkOuPlSTQ,3,.,2020-01-01,2
p6aSG5vGpXcn76FC13lji,u19f9ii28Hb4Qvfo8jMlV,1,.,2020-01-01,4
pw4lTtekkbpXRmE195UXj,uPVai6RFOpAQUlxvwav9x,3,.,2020-01-01,5
psmFiMrUyGGJVL1goWCBy,uOdYjAWqTAM0Szbv0VQqr,6,.,2020-01-01,5
pxKGqvzDw1ziO24mN5uBk,uUSYVkz9fznD1hWjpRdHP,6,.,2020-01-01,2
pYNon6ASfQTTedIQEUp4i,uLOGCNCHuMPQrlwnzj87e,1,.,2020-01-01,3
pGNPzDjKhKpDAns7CkMLs,urhDSIzvABn4CeZnKexl8,7,.,2020-01-01,4
p5YQBqDmucsfrCyiAtOd6,u9tgB43CTuplFV92Lp1HW,2,.,2020-01-01,4
pgl3NSSlQD336vlLcWAbV,uQjBto88w4gXEWkUMS7cr,1,.,2020-01-01,2
pyLlBThADeqIqvhHwPyeP,uxggWuPGQnVS0SEg97LGK,2,.,2020-01-01,4
pWDt5CNhW0Yf9GChIh21H,uCQyFWQN8uY0VQmWOq6hp,6,.,2020-01-01,5
p5phKpNch67nSZBnTzpq6,uI02XRGDHJwTL0gIPNeG3,7,.,2020-01-01,1
pYIRswkxM94Mslr5GMawf,ujZrIXpVXAdZRhJt3ZGES,3,.,2020-01-01,5
pSAER96DrZ3Et0qYizzUk,uhvIeNyra1OXPbj4ljbe1,3,.,2020-01-01,4
p5reuw9RpjNZZUb07qxHj,useasEwZdub7PzscurBqc,4,.,2020-01-01,3
pl3IcdV2GP68UZPetkllT,utkqW6y0qtUsyUB3G7aPX,1,.,2020-01-01,5
pw7EI3XAOCou3XljOhKon,ufsqLM03ceXWRtpGt3cpT,5,.,2020-01-01,3
poBQpMgDuWlwmOTJigh67,uDdhyzRpTozIhmVSnCUZZ,4,.,2020-01-01,2
pph5Wl3W0gvzah4ICVJ8s,urZkG0WiACk23qXAFgGRP,6,.,2020-01-01,5
p5sByKTDlwk0AERtxJp3W,udGTS4PdpoFJzAWgnlfWI,2,.,2020-01-01,5
pUSXArDAlS0aVOdamG3Cs,ubAHzHdvCib6sQ5A2TVHx,2,.,2020-01-01,1
pW7OUKVDTFfZXgZaHPSeb,uiZEfbaeuFI97iyGkqjSZ,4,.,2020-01-01,3
pKgKEzJvXetXdab4BNhse,ur5HKIsoBVjn4sGZ5NlBx,1,.,2020-01-01,4
psmenaWhfdMXpEVwCLTmP,utRe1z4lCV1paOJo0lVb0,5,.,2020-01-01,3
pedRmRGe6So13VN5ClHZC,u6uABXt73WHnO2KRbiU8C,6,.,2020-01-01,5
peEDKdoiNhzXT78thgL4f,utPciTaGzjxvepCWqlDcv,2,.,2020-01-01,1
pC0v4rzqmluV1n1R1FmPZ,uyGxwEhEYkdtndlAIR2g4,2,.,2020-01-01,5
pCO9iq4y9KPbEwfGKnfEk,uthlrps9BpDhsS2oMKftR,6,.,2020-01-01,4
ppTgrI5P42Z5j49BmBL6v,u1L9DAXaNNzrMl7s7SQQx,1,.,2020-01-01,4
pFX1ac6vOdDN2fqbxxcl7,uzWUJlfcuvU6iDNjrcjdO,4,.,2020-01-01,2
pc6XRVzC1Fb0UtmW1lanp,u7FMmBLVKxKjP79QeOx6W,3,.,2020-01-01,4
pHng0p4D85zzMQScFgx4J,uKBuemTHGTpwBpikz8WB4,3,.,2020-01-01,1
pO0HKzKzjQPff11Fef8fb,ulpVHR2gtkZdiaFIRHibi,6,.,2020-01-01,1
pEpMZhwAyPSAsuRSfXAwC,uTMxAVnoCUWWckmXIK2u0,7,.,2020-01-01,4
pXDOnHGQmVhbcDwNGREE9,uZWLEYuomAAwZvwK4iXsY,5,.,2020-01-01,2
pk5Mlqv6RNbGvrJsFuFUA,uez3091nK3Eek3g4MmqMC,1,.,2020-01-01,4
pAM4rm24VeWcJ193I81ST,uIVIpuA9afwErCFml8gpt,3,.,2020-01-01,2
pajqROwfH0KiUi0GVUAzQ,ufcAP3O8JNqYH08yoGQBr,3,.,2020-01-01,4
p7KC0L9hHwxqwRIVMyOd4,uVnqTNngoM92sE03HjZFV,1,.,2020-01-01,4
pZFNFbkHwiDzVRadYMAIL,uuykU6FFAHybKYLTT1CfY,5,.,2020-01-01,1
pBz4HqMdS345demUuswtQ,uTkIoQOzHZGfvGJKwXc8e,3,.,2020-01-01,4
pZx5jRlnLRXfHIcvhd9FA,ucTuDAPG4vR46r2j1j36U,2,.,2020-01-01,2
pRKxWa7J101lDuZ2iFZbc,uzeRhKoRRUJQ3xE50jnlu,4,.,2020-01-01,4
p5c9y9heSVp3lTIqOnvHD,uDFjNxEds2VCS8zwsZXNc,5,.,2020-01-01,4
pZ8vezhsrUreEtXlnfNNp,uGdIwGRgm8T8kk7yJClEq,7,.,2020-01-01,5
pKO0LRp6QgFIoI8Lja5DF,upaXKGuVkhogv4xa4Cf9o,3,.,2020-01-01,5
pcPUfhZTaZjDY1zWwnJMv,uCsjjOQrhy7b23G6R8926,5,.,2020-01-01,3
pt6LeATfw5yWQSowF6mkh,urRw3RNZk8Zksmtftt2sa,6,.,2020-01-01,2
pDmn5yJKfOcFSdG5uIr6n,uSg2MOUvDEDwFSPMoezrF,5,.,2020-01-01,4
plsQzfBB6tCOy0wZAFOu7,ufUh1fEcCO69CLttW1RNY,2,.,2020-01-01,5
pgJshA9ABoOgvHeIfXfMD,ul7CmQ0DGUHJ61qoJB1aG,3,.,2020-01-01,5
pYZIk3NKN2rHpUKUlAaoM,ud9LGlZu1Fgh2DQd0FdvL,1,.,2020-01-01,5
pMYnJ4up31HYGJ7YiI6sG,uy9ceL7coGOJIfSIo0Sv1,1,.,2020-01-01,4
ptiJPGqTbjrtwozSwJp5M,uccnFaHvnsztFZmpgsHnS,1,.,2020-01-01,3
pzmBFw3deputRZhGMzZws,uD9exzyxlysokYWAi6d8H,5,.,2020-01-01,4
pJ0rNCLM0b8AGyX0nHIDn,uBSmOdPYOGyHl3spHqnIX,2,.,2020-01-01,3
pDSHX8pxIDUB6FdRyVpmH,uIuAhNwhPPo03UycIL5y4,4,.,2020-01-01,5
psCEneFYIuFjVXQn1kZPR,ufB11Icb428wsIKoAKRTn,2,.,2020-01-01,4
pxQybYzSit0HU2oYeQ6n8,uG8rnZ5RDfzS9WYb1C29y,7,.,2020-01-01,2
pVaf0awDAOLWOXvkGs3tp,uGJqjiwSz19icm5R191Od,6,.,2020-01-01,1
pSO4KcdRbkdKIKIuMlBzM,u7tO8pTO8dkZVXnZFjoev,6,.,2020-01-01,2
pXrfGA6FUHHJl4fI7BLk6,uWbVEpGCqVtwtVZFLzago,3,.,2020-01-01,5
pRkVbevcx4mJPa18Fda20,uKJL4sQIaCGX7KgXxT3Ga,5,.,2020-01-01,5
p3jTxTMKe2kJRvnQwzL0h,uCv5HpW8X4VrJpJaPPMxh,4,.,2020-01-01,3
p3fDN9FSg4eEUiNSzbz7R,uV41NrnkJUTYXraUvN1D1,5,.,2020-01-01,5
p26PK6E7z6djWipJTjvPq,uI5rV8P0z4YsDNXYJ8ZVN,6,.,2020-01-01,3
p4FoLMqskRT6akUgZ17me,uKTPJnzlujqi7Nm1ruZqU,4,.,2020-01-01,2
pLf4erZ5XKyH9stEKqXT2,utpgY5PEh9M2VOfJfvUs3,6,.,2020-01-01,3
ph3rTfCiFxltGFOy4zP0G,uBsCCwqKPnuBxDIJ6ML9i,2,.,2020-01-01,5
puLEedbavOVA38TzWjYjD,uFnEiIbpRI6bgYty35Xmr,3,.,2020-01-01,1
pCVozxyFoUtlqTt2YY24m,usdY9NZwmivnkNUTzHgxY,4,.,2020-01-01,3
pT0gE8VZnteeOXqoGDWdG,uL9kMnRysQ0RXhMxu0xTG,5,.,2020-01-01,2
p5FRw6N6WMhs5GMZHNdjt,uSekmjarcKw35FGVxa6jN,7,.,2020-01-01,3
pj8PZKW5mFlYOQf7bONRy,u9QOLXuzLxRaq5I08QDQn,7,.,2020-01-01,2
pR2M9XMadyDfk8Y4PfI4w,uS8JGgSQ4pbVUSqX1BhQe,1,.,2020-01-01,1
pcgA1joa3h1dyqOXqmPgp,uR3HmgyMzSAE79H9gCXF2,7,.,2020-01-01,3
pXY3TKJ1cQAptIkXnkxCu,uNzLCRO1NMG846yHFKoiH,6,.,2020-01-01,2
pBZpJQU6rsaFCKM7uERjT,uqLxp1Dzi2cDxDj0HnHVE,3,.,2020-01-01,2
pz7hkzdSYa5G3vUz7veBT,uqzpTaOJ05qXxZqyEeBjB,2,.,2020-01-01,2
pvvGlASwWr9RNjmrrOXVW,uLZPSqZkztuIzJj3AR0Yy,7,.,2020-01-01,4
pjE18k4eMlWdFlcuv7vkH,umURBhESt9ZxoU30DJVkH,1,.,2020-01-01,3
pA1pWjbdRU4AB7fleyDzY,uwVFNXgyWXIZTMQQKGTLe,2,.,2020-01-01,1
pynrXGPkIMnGO8yB7NXKI,uF8nSlYILEnBoTtqzm7xh,1,.,2020-01-01,5
p8CdqOOtnHMc4ShEt44eV,u0OHEaXx4szM3fbOKDah9,6,.,2020-01-01,3
pmqnoXEwx62mtZZnq1iX6,uDMEVEd3ZnbhIGxX035DR,7,.,2020-01-01,5
pIE1t58dGNyuukjgy8bSs,uSwhBnvoMOilSFo9h4Xkf,2,.,2020-01-01,1
po20IiixS9WUFCB7HjfbZ,upxgqSTAyos54NaDjoN8u,2,.,2020-01-01,2
pCVegVr4ANtBlCuma87Cv,uS2nap14v6JmXpunIr6m9,3,.,2020-01-01,1
pfgdUtVxDt6WlPR7ek0bi,uJS39PVsjdKum9MloOhN4,7,.,2020-01-01,5
pp1TxaocOnJcZc5a7ZlWl,uEEoqmVjAxk0fzdAGKQJF,5,.,2020-01-01,5
p9YRi8Gm0AfUIYGAHmmCE,uKCHvjLJAl1yPtslGqePe,6,.,2020-01-01,4
p8A4DOBQM2pWldH8wf6hP,uoeBQtMdVd0G1Im98aFw3,3,.,2020-01-01,5
pqi4ELozsoEDEveb4Hc0i,ur0DL3BGIV6fovJKqrmGs,3,.,2020-01-01,4
pzBS57uAOVJjehosjdVCX,uBXpSQvXTGuzQQM8DHCvv,1,.,2020-01-01,1
pjfHJkRZtEha2VgBuiAwl,uNJpDO3hS9JjlD9HABrFi,2,.,2020-01-01,1
p55w8NC5L8zBKFxgXUrud,uNP0Iuum25KRhI85dnqrH,3,.,2020-01-01,4
pT1fX6CQe4xQzA6IPY5E9,uVAfzCS50HvZSKZa1aXRB,3,.,2020-01-01,1
pGVGU3EIK5Jh8pcCZoh5D,ur9zaXvz9hBQTFIMJmXFC,7,.,2020-01-01,2
phVhs4byGr6QGhr2sGvDi,uMXcPlncvZrfVDDKtnRNV,2,.,2020-01-01,4
pREV5ZVxCYE2hfjHz2ULc,uD8thpYpMwGuwzjokwtvK,6,.,2020-01-01,1
prfoUKgGJqazf7XaO4gya,u8tZ8mHBXbtzzknOv2srK,6,.,2020-01-01,2
purwkYakEJKR9pEmttEo2,ugCdNpxxxuRmGRJAnMsqT,2,.,2020-01-01,4
pnH7VhnT4xQrZ7BiJx4uw,u5ZbcpG79GT5ZAZiJbC5q,2,.,2020-01-01,4
pJj0C79ZHbKO1A1R845Tq,uxiYkNVqmiX62KMxclf24,7,.,2020-01-01,3
pi5e8Ct01Ol7J20kKDkuA,uB0NUFRJewTKptMn8TwIu,4,.,2020-01-01,5
pwpq3ZEilPTEVT3sC1Pp1,uzavCFA9nDTQYMhtY3b3e,7,.,2020-01-01,3
pPIAoKxtrITaHLHknadiN,ugUKuhevCwildKT7GNWUi,5,.,2020-01-01,1
plpTgOigLwUCXBy6rz9fz,ukISdkDh0fePsFC7qqHLx,3,.,2020-01-01,2
pPi2fgI1Ma75KttfQo7zc,uPIs8paE2rIAbX8DTCz0I,3,.,2020-01-01,5
pMFfJ8TeQgO0XFNfDOp8h,urobdMCp0XsnKIvhVcfng,7,.,2020-01-01,2
px9uOPN14CyM6lpek0wtw,uC8UXFxIUuBQGKMKKaBLP,2,.,2020-01-01,3
pdV6HLeC6mz6kLVgF1eS4,ugZP2HdTszn6ropAyoU48,6,.,2020-01-01,2
pVdWN92tF3VFFGTjQdFUm,u04eod3wacSihsKUUk6ic,4,.,2020-01-01,2
pIcvgSN5cyZYtuYFCBwyY,uwNEw3acssjK7HCGS7l0e,4,.,2020-01-01,2
pP9nERyxA8bGlqN1XiEQz,u8SbMLWsL7FeMKvqSO3zX,3,.,2020-01-01,2
pqoca8IscjcEHWLJftaZF,uCLqYYdxzf058rBfMRYRd,3,.,2020-01-01,3
p30VoF84K6bIjOBZky9kW,uxeZk9isIOkscnLg4mt0A,4,.,2020-01-01,1
pGWHD0JU57ztd2pb338u6,uG9t31hT1pFKTmvlMlmLq,3,.,2020-01-01,1
pK0SgkYeVzvVGi5PdmWz9,uqGvNBZzW2UpYLoogmQAp,4,.,2020-01-01,3
pRon1lIcOey1j1ay4dUrR,uzNgI415MgvaBwepIhWIx,1,.,2020-01-01,3
pZn6DnAteppycKnukjEOY,u6QQbcbb4W6jjYIzRDYrx,2,.,2020-01-01,3
pvFFolnsn6RrSzltpSumF,uRZ7mvNEoSHqCBppGb9NG,2,.,2020-01-01,5
phB6WB7xdYerOc9yYBQKi,uIRMFV8Q6LgyGCtSpNoyf,3,.,2020-01-01,4
ptz7ccuN1NhEsVv7OSnHi,ugDuf5w9e1sADj30ZQClm,3,.,2020-01-01,3
pUGQEJlCje00hIQe88tSs,uJft2K1fsiBQjTTdVuVgp,2,.,2020-01-01,3
pn70V1fXFXqnu3XJVOKDd,ugkcpplPTpDISSuPGUTKU,4,.,2020-01-01,2
pCaAhGyCQ0QPq3UhSg0wm,uqf5ThrzVI1Rbo9fpNBD0,3,.,2020-01-01,4
pMSDoyd2m42BlesD0uUy3,uHSLxvnLvg5vzD0R95kLZ,7,.,2020-01-01,2
pjmKiwrSMmzSgh12AK8nn,uYIKEwZKJC4iaTzvXwdCO,6,.,2020-01-01,1
p1hTmbtxm3seBrPEBT8y8,urn6wlzGkmSZsJti4JQAb,3,.,2020-01-01,1
p8TaGOBkMrvZydnVpYL2l,uz07PFcBXvl7N84CLzVkf,5,.,2020-01-01,1
po8OLiBehmieeWhzWzEpq,uuYHxqzxfqZUuKCyarU8I,1,.,2020-01-01,3
paJhtL1TYJMzjUVdSdqOi,u6z1vH5ISDIWgoRnhE59b,5,.,2020-01-01,3
p4ViXOE5EI7CU3DV5OsCM,uF2Gv3i7PltbJfUfzOmcj,5,.,2020-01-01,5
pWftMSZRpZ1J8nFhPs7RC,uB64EpUugOnOoj0nToTlS,7,.,2020-01-01,5
pQybX7e5jGkC24WPMlsfE,upDgvNx3MdmDboPuFAcvc,1,.,2020-01-01,5
pzXvCFhGnEv19i6DcrCn7,utd0KHbwS6jNpCJNcAkUp,2,.,2020-01-01,3
ppqauRiKAqQtR0mHx7EDQ,umfaj6hZj2ikuUvMih7Hd,2,.,2020-01-01,3
pfVe8vHj4QF2tKHXDWGTk,uGpqmzy03ObzlhfB4UEvj,3,.,2020-01-01,5
paqhdKQm8HWhrI7n0OBnN,uD5blfeuSFpxGOItg6mbC,4,.,2020-01-01,3
pxFCeR3MGLSFLVNtc9cnR,upxcWzdNHDAk0IKeJI6en,2,.,2020-01-01,3
peKyt8exXG8bmxNUuXBch,utMpYhjuqGfZZ2Tn5Ib5t,6,.,2020-01-01,5
p39PJwmvTtsmpzHqcYsRp,uyQwjWPxmAcnWmuXgLH36,3,.,2020-01-01,5
pGVQDeAJNmhMw6QQs7vzu,uP9crN072QTxXrR6OVT80,4,.,2020-01-01,4
ppnfiXihgx2K9ujK8BBgw,uYZLNjYbjBSD344s8S6qX,4,.,2020-01-01,4
pNj9j4WuLuUUAzmnaCntk,uThxuotFiPZf58gdTlpc7,2,.,2020-01-01,4
p3AoUQai1NJMcc9tj2a3U,ucfeRbjJjp6iaVQBIloXK,6,.,2020-01-01,1
pjw6aGzttoRW4gNc2K3sR,uszaJnJBYadxhCxi7jJhl,6,.,2020-01-01,5
pQdZapctDmwmsCsRxmB3M,u78SFzvLOQhOrdenHp8uV,5,.,2020-01-01,5
p5QzHnBznMCWLaa3IWhRY,uIIGtpsplZckG9xqp2aE1,6,.,2020-01-01,2
pAUhT0J7ImewXq36FJDl8,u6dIYWLGiinbsr1ORuMjy,5,.,2020-01-01,2
pszTmdWyf526N42CFjFFp,uhtvIhYNcrCaLCkKOG14v,5,.,2020-01-01,1
pKy3htphCUx3BZIC9Ia3S,uMAofVqRDogzbcCPLaHlA,7,.,2020-01-01,4
pJbCtRz3zhDPdelAXXe4Y,uuNgCKXVr4sF9nRSLi7j7,6,.,2020-01-01,3
ph8ULBZSLnXylBpBsAWBW,uawSKSZoiBHmKtaiySI31,1,.,2020-01-01,1
pgoGZagfUR8LqFyhJMBwH,uMdSlqsif1qRx4GChdxQk,6,.,2020-01-01,5
p3T5yy2fulJe4UUTr2I9N,u0kb5kh09rc46zE3uWTY4,5,.,2020-01-01,4
p72jhwto8ly6JVRx04iHN,u9jai6NjxxylydNeDcICn,6,.,2020-01-01,3
p6MioI6q5WjToqqszk9h2,uSXaxjvEr6ZQjBp1DxqZj,1,.,2020-01-01,4
pL0gcO5YJawH7jCuQnOB3,uU7Gyy7auCTXxxNElWejX,2,.,2020-01-01,3
pRNml7qXas4cwuuodzeDX,us9vDY5TXu2rV4X4pWAD0,4,.,2020-01-01,2
pwr13Dg1m9j3tvslzwij5,uUimRvK4UcrWTEOFFISNb,2,.,2020-01-01,1
p832Gv2XOix7IwEEqpCIz,uheWVVIquoJ5V2bLilFFF,7,.,2020-01-01,4
pI6XgkhCx5AD4uIJ6BSin,uZLBEDlPsRx6EUX4mpNnz,1,.,2020-01-01,2
p3E2fmUjP5EkNIcnrMWJW,ub1bXneNdK8VV4w7Colzh,3,.,2020-01-01,4
pCwkcvkVdmtiuNcPnTX0S,uwMASA6UaJAacHS5plGJJ,5,.,2020-01-01,1
pvesYwwtlJ6ilhvGfw2xe,uiEzManNgHv4ZoC7xXa6u,5,.,2020-01-01,4
pAo1Pi1PGIdpZ6ZlqP0l6,ujPzzlo8ewCq3bOmQ7wM3,5,.,2020-01-01,4
pxULj6J3yN5RC9IHadoQ5,urzU8SzXFK6PDP54mNnsO,4,.,2020-01-01,1
pJcLZBB8s9ANs2R5abpAT,uJzRrW2ePxWB90Oiulbap,5,.,2020-01-01,1
pWnKMXazPLaxArpTbOL9J,us3w3EeBjyHNU1wR3BGzJ,6,.,2020-01-01,5
pKQ1ICivQfizcNGajrX1j,uCW9JObmPOV57Ps1Ak84A,1,.,2020-01-01,3
pJT6qP4UlRkutJqdrYRDU,upODmxDxJE8IEa44W5TOu,7,.,2020-01-01,1
pPqDTX7bBVDtdGmEkDW8C,uyur6D65YxupEnBhvyIzH,1,.,2020-01-01,2
p9WFaU55wqcQHT195JEYL,umJ9AocMzRvLaiFTuCEmC,6,.,2020-01-01,5
pY1vhBxHwrAGeh5UWfL5S,uC8z4QK0nS2Pvprc6Zf4O,1,.,2020-01-01,3
pnQfrO8fagMGQRpuKgxLJ,uYoByIPWCHGDNZg8aIZ5Q,7,.,2020-01-01,1
piJeFJOydm29zTYFhSEgZ,uMsuzXb3sWqr2gbPYRIhg,7,.,2020-01-01,5
ppfbJpxIGImMAiv189HgC,usVuLkeTJchasUUzQ6H4G,3,.,2020-01-01,4
pzUq4zQxVJuhlavKu6smn,u7mWegvZcljuoBDwL8FPw,3,.,2020-01-01,5
pdhNG72Levzk1GkMopQ5z,uTVBUzFOZ3AmObaGZsDFu,7,.,2020-01-01,2
podkzmGtSt5KdfY3nMIOp,u2gFRXa9VPvVTValCndH1,5,.,2020-01-01,3
pgxOGZaU9TqjiRiQvEiBx,ulpEqFyKIZZMlBjr1N7t9,5,.,2020-01-01,2
pOYujIxutNpT5h1a1kJpj,uE79m6gMUmmuLz2VoUIoC,3,.,2020-01-01,5
prNmCluzC15xbhUy2QBEQ,u4nvPjneYMMcOFQFMGLKh,4,.,2020-01-01,4
pxzqdrWE7gL3ZBtJdp6Ll,uzmUgJGQr2IlyTjmA8Frl,4,.,2020-01-01,1
p5isYEg4b56PETZhGTk7U,uVC99aa3Vysfv47tFB8i4,3,.,2020-01-01,1
pZCJvcGOZ9bEktPuSVGHN,ufSB0lQpWFutzixmfJeJ8,5,.,2020-01-01,5
pniG2ppTkGZuqoggbacSI,uSIWsbieQ4spy33FeYun1,6,.,2020-01-01,4
pEqLvYIbJm9NaJFD1xwwm,uG1cI8jClcdhCbfW1lPfw,6,.,2020-01-01,3
plKlSHr3CNIhECHA46PKg,uc13R5yT3bB3zwBEGTr2B,4,.,2020-01-01,3
p5GhyZDQNUNVmY7KLbmuB,usTsoNPWVIv6wF634xsme,1,.,2020-01-01,1
pLMRE6yB3oSPm9mcCSEdK,udHSx1m0mH9n9kD4g6uDN,4,.,2020-01-01,3
pDQteuNeo09tdej1O7cFX,uSjylPd09T9p7P5yqwQSY,1,.,2020-01-01,3
pCteLTh2mVEPnVbUqArgF,un0y4qYXScnDbXqOlbnEY,2,.,2020-01-01,3
pw8YcvbDv4WQHRZoy3FU8,uD8HHpGvYQti0C3kpFDSR,3,.,2020-01-01,2
pGB6ahNGf9Tv433bNxPwL,uKfrPrMMIkImhNLsIx09u,6,.,2020-01-01,4
pP8CmZzUEFIUomkeHKOzh,uXwHyD6Lq0TlkUzy8Wudk,6,.,2020-01-01,1
p7Vx2FbKIWP9kSE3sCIwo,uLnUG735qaBSOORdHPiM1,3,.,2020-01-01,4
