item_sno,effect_no
sFc0d3sgwS7tL979AmNkQ,19
sFc0d3sgwS7tL979AmNkQ,8
sFc0d3sgwS7tL979AmNkQ,1
sFc0d3sgwS7tL979AmNkQ,9
sFc0d3sgwS7tL979AmNkQ,23
sOWpjyPemIWH3KsEwKLi9,8
sOWpjyPemIWH3KsEwKLi9,13
sOWpjyPemIWH3KsEwKLi9,1
sOWpjyPemIWH3KsEwKLi9,3
sShlklaqmzbl0BjOe4riI,8
sShlklaqmzbl0BjOe4riI,6
sShlklaqmzbl0BjOe4riI,26
sShlklaqmzbl0BjOe4riI,5
sGeyghEWKe0tZR27yXLEl,19
sGeyghEWKe0tZR27yXLEl,8
sGeyghEWKe0tZR27yXLEl,23
soBw20AngjdYy3adTfeEY,8
soBw20AngjdYy3adTfeEY,10
soBw20AngjdYy3adTfeEY,5
sEJ9gNoo54NQPa9iCBDEe,8
sEJ9gNoo54NQPa9iCBDEe,4
sHaRVsgrZKnmzg2tucNlo,8
sHaRVsgrZKnmzg2tucNlo,3
sHaRVsgrZKnmzg2tucNlo,7
sa2iixLsfi8uNYABs17OX,8
sdj5465aWWLCoEDQFQGSp,8
sdj5465aWWLCoEDQFQGSp,10
sdj5465aWWLCoEDQFQGSp,3
s9oJiZVLUKtGkN5soipfO,19
s9oJiZVLUKtGkN5soipfO,8
s9oJiZVLUKtGkN5soipfO,23
sBp1P5ybZKSHOFONwNLnD,13
sUuvVsDE3CDEQHpNChQXP,19
sUuvVsDE3CDEQHpNChQXP,8
sUuvVsDE3CDEQHpNChQXP,10
sUuvVsDE3CDEQHpNChQXP,23
sCgugaU3j1f8GGgEqftUj,1
sCgugaU3j1f8GGgEqftUj,2
sCgugaU3j1f8GGgEqftUj,3
sCgugaU3j1f8GGgEqftUj,4
sCgugaU3j1f8GGgEqftUj,9
s646eVaewSIxPkgzcpTXI,19
s646eVaewSIxPkgzcpTXI,14
sBNFrKxHO6tavXJtrBOAY,8
sBNFrKxHO6tavXJtrBOAY,10
scPcurEGzY96CqFz31OvF,19
scPcurEGzY96CqFz31OvF,8
scPcurEGzY96CqFz31OvF,9
scPcurEGzY96CqFz31OvF,23
sr2f4gz9xu8gXn4MRiCs5,8
sr2f4gz9xu8gXn4MRiCs5,13
sJzuWI3xCCTZVR0fRDtiU,8
sJzuWI3xCCTZVR0fRDtiU,2
sJzuWI3xCCTZVR0fRDtiU,10
sJzuWI3xCCTZVR0fRDtiU,3
sscPRnriwG8neVQAWM7Aq,8
sscPRnriwG8neVQAWM7Aq,2
sscPRnriwG8neVQAWM7Aq,9
sscPRnriwG8neVQAWM7Aq,23
sDV9Etx4mIUgV6LKNsA1k,8
sDV9Etx4mIUgV6LKNsA1k,2
sDV9Etx4mIUgV6LKNsA1k,9
sDV9Etx4mIUgV6LKNsA1k,17
svvHYaDOLHcpP32SUsP2S,8
srmdrjX646XhO5SdOhKrS,9
srmdrjX646XhO5SdOhKrS,22
srmdrjX646XhO5SdOhKrS,23
sIuFJpKjMN4PKLJBonU0H,19
sIuFJpKjMN4PKLJBonU0H,8
sIuFJpKjMN4PKLJBonU0H,9
sIuFJpKjMN4PKLJBonU0H,22
sIuFJpKjMN4PKLJBonU0H,23
s5LwpkRSUIBELRr4Vd3GE,9
s5LwpkRSUIBELRr4Vd3GE,22
s5LwpkRSUIBELRr4Vd3GE,23
sWkqfYTlm37LIxbOlefvw,8
sWkqfYTlm37LIxbOlefvw,2
sWkqfYTlm37LIxbOlefvw,9
sWkqfYTlm37LIxbOlefvw,23
sF4TPWeb6cKNFdiPXl4dT,19
sF4TPWeb6cKNFdiPXl4dT,8
sF4TPWeb6cKNFdiPXl4dT,13
sF4TPWeb6cKNFdiPXl4dT,1
sF4TPWeb6cKNFdiPXl4dT,9
sDowsT5NFNGR77kxEVfdT,8
sDowsT5NFNGR77kxEVfdT,2
sDowsT5NFNGR77kxEVfdT,10
sLvi8gBJG65AAKWyEagBb,8
sLvi8gBJG65AAKWyEagBb,2
sLvi8gBJG65AAKWyEagBb,10
sLvi8gBJG65AAKWyEagBb,7
sLvi8gBJG65AAKWyEagBb,12
srRSIXQuuvjGMGmb5m5pG,1
srRSIXQuuvjGMGmb5m5pG,2
srRSIXQuuvjGMGmb5m5pG,9
srRSIXQuuvjGMGmb5m5pG,5
srRSIXQuuvjGMGmb5m5pG,23
sEkMFR50W22cX7LfV8x3q,19
sEkMFR50W22cX7LfV8x3q,8
sEkMFR50W22cX7LfV8x3q,1
sEkMFR50W22cX7LfV8x3q,2
soZ7Oeho854d2Bra5XmKJ,8
soZ7Oeho854d2Bra5XmKJ,10
soZ7Oeho854d2Bra5XmKJ,3
sKNuUGCJmOCSdeVlpaLWZ,8
sKNuUGCJmOCSdeVlpaLWZ,3
sKNuUGCJmOCSdeVlpaLWZ,30
sKNuUGCJmOCSdeVlpaLWZ,9
sxkDTWHi3f9UUydkIggrU,8
sxkDTWHi3f9UUydkIggrU,6
s2jmEgLPSJWVjCIgNhnFp,19
s2jmEgLPSJWVjCIgNhnFp,8
s2jmEgLPSJWVjCIgNhnFp,9
s2jmEgLPSJWVjCIgNhnFp,23
sPA5Kqod2Xao4QlaSRjqr,19
sPA5Kqod2Xao4QlaSRjqr,8
sPA5Kqod2Xao4QlaSRjqr,13
sPA5Kqod2Xao4QlaSRjqr,3
sPA5Kqod2Xao4QlaSRjqr,9
sUkoqRKzcbSZudDY1SyoF,8
sUkoqRKzcbSZudDY1SyoF,9
s24argtyQT9K0d67FKdfV,2
suEJQwReFH6qgbVwT6Uab,16
suEJQwReFH6qgbVwT6Uab,23
sbNj4r85D9qqVZcaCpnGg,8
sbNj4r85D9qqVZcaCpnGg,2
sbNj4r85D9qqVZcaCpnGg,10
sasgJMe7wSTcBR8lG8WAn,19
sasgJMe7wSTcBR8lG8WAn,9
sasgJMe7wSTcBR8lG8WAn,12
sasgJMe7wSTcBR8lG8WAn,22
sasgJMe7wSTcBR8lG8WAn,23
s7vq8kGkBvsBriVJFmT14,8
s7vq8kGkBvsBriVJFmT14,2
s7vq8kGkBvsBriVJFmT14,5
sB0J6t2yvqnA5POEdFaFp,3
sB0J6t2yvqnA5POEdFaFp,9
sB0J6t2yvqnA5POEdFaFp,23
sSVMcPxk18ALT0Id2KfjS,8
sSVMcPxk18ALT0Id2KfjS,9
sSVMcPxk18ALT0Id2KfjS,23
s6xhkzqPrHokdEbmBQlW8,8
s6xhkzqPrHokdEbmBQlW8,21
s6xhkzqPrHokdEbmBQlW8,9
s6xhkzqPrHokdEbmBQlW8,22
s6xhkzqPrHokdEbmBQlW8,23
so1OvE5O6kjK9uufM09qf,8
so1OvE5O6kjK9uufM09qf,10
so1OvE5O6kjK9uufM09qf,3
suvR9qVSkebJ7oHQmItWq,8
suvR9qVSkebJ7oHQmItWq,2
suvR9qVSkebJ7oHQmItWq,10
suvR9qVSkebJ7oHQmItWq,3
suvR9qVSkebJ7oHQmItWq,27
s7YPKAUWP72N5iTPj7LoH,8
s7YPKAUWP72N5iTPj7LoH,2
s7YPKAUWP72N5iTPj7LoH,3
s7YPKAUWP72N5iTPj7LoH,11
s9tMzs3w0WFzBqVbqtTRi,8
s9tMzs3w0WFzBqVbqtTRi,3
s9tMzs3w0WFzBqVbqtTRi,9
s9tMzs3w0WFzBqVbqtTRi,23
sYR2O2CHM6nbhZ6iGRL7q,19
sYR2O2CHM6nbhZ6iGRL7q,8
sYR2O2CHM6nbhZ6iGRL7q,9
sYR2O2CHM6nbhZ6iGRL7q,17
sYR2O2CHM6nbhZ6iGRL7q,23
sa0lgyAc38fKYXjSvAgDK,8
sa0lgyAc38fKYXjSvAgDK,10
sa0lgyAc38fKYXjSvAgDK,3
sa0lgyAc38fKYXjSvAgDK,6
sa0lgyAc38fKYXjSvAgDK,15
s4UA4qlcPD2Sm6MjIsHOq,19
s4UA4qlcPD2Sm6MjIsHOq,8
s4UA4qlcPD2Sm6MjIsHOq,13
s4UA4qlcPD2Sm6MjIsHOq,9
sBaJ8QDRcHSOUv7vaaUeF,8
sBaJ8QDRcHSOUv7vaaUeF,6
sBaJ8QDRcHSOUv7vaaUeF,26
srXQgTkwIz2kRRsw5SpX8,8
srXQgTkwIz2kRRsw5SpX8,2
srXQgTkwIz2kRRsw5SpX8,9
srXQgTkwIz2kRRsw5SpX8,23
sD4FJ7g3SyexbwZFDlspR,8
sD4FJ7g3SyexbwZFDlspR,6
sD4FJ7g3SyexbwZFDlspR,5
smNEGP4d6pBBVbIxBj0as,19
smNEGP4d6pBBVbIxBj0as,14
smNEGP4d6pBBVbIxBj0as,8
smNEGP4d6pBBVbIxBj0as,2
smNEGP4d6pBBVbIxBj0as,10
svAp5BM0Q0DyN4jO8zUI0,8
svAp5BM0Q0DyN4jO8zUI0,3
svAp5BM0Q0DyN4jO8zUI0,9
s4ginCjAvvacNTZYFnyze,8
s8tcgSV5qgDKIvMSBTdxe,8
s8tcgSV5qgDKIvMSBTdxe,9
sMudhFgaxGRsDceOkXg6G,19
sMudhFgaxGRsDceOkXg6G,8
sMudhFgaxGRsDceOkXg6G,13
sMudhFgaxGRsDceOkXg6G,22
sMudhFgaxGRsDceOkXg6G,23
sUQDyBUvcxkhu7DQwz9VF,8
sUQDyBUvcxkhu7DQwz9VF,9
sUQDyBUvcxkhu7DQwz9VF,12
s8CU8wvPvmya7nxeQU9Tm,19
s8CU8wvPvmya7nxeQU9Tm,8
s8CU8wvPvmya7nxeQU9Tm,2
s8CU8wvPvmya7nxeQU9Tm,10
s8CU8wvPvmya7nxeQU9Tm,3
sibmnTo7RCUmTxHtN77Ak,8
sibmnTo7RCUmTxHtN77Ak,2
sibmnTo7RCUmTxHtN77Ak,3
sibmnTo7RCUmTxHtN77Ak,9
slSrl6lcLjnZMRp7bv2rm,8
slSrl6lcLjnZMRp7bv2rm,3
slSrl6lcLjnZMRp7bv2rm,9
sHoQ8t7J6YU1uajlKQuII,3
sHoQ8t7J6YU1uajlKQuII,9
sNcdXmPbLOVBI7isQGHuH,8
sNcdXmPbLOVBI7isQGHuH,3
sNcdXmPbLOVBI7isQGHuH,9
sNcdXmPbLOVBI7isQGHuH,23
s8kexswcHPsWze373NYnc,2
s8kexswcHPsWze373NYnc,5
sWAGkPfbhmEzjP4cJ8wT7,19
sWAGkPfbhmEzjP4cJ8wT7,8
sWAGkPfbhmEzjP4cJ8wT7,3
sWAGkPfbhmEzjP4cJ8wT7,22
sWAGkPfbhmEzjP4cJ8wT7,23
sc1YpsYlTNgcg6g7A3dv7,8
sc1YpsYlTNgcg6g7A3dv7,2
s3CLdFFUQHrWQCP6g7e5l,8
s3CLdFFUQHrWQCP6g7e5l,2
s3CLdFFUQHrWQCP6g7e5l,3
s3CLdFFUQHrWQCP6g7e5l,11
s2rSqg4Hyt0DWMNxEWCqJ,8
s2rSqg4Hyt0DWMNxEWCqJ,9
s2rSqg4Hyt0DWMNxEWCqJ,23
sZln6jmXx8IG8dHVycUaP,19
sZln6jmXx8IG8dHVycUaP,8
sZln6jmXx8IG8dHVycUaP,2
sZln6jmXx8IG8dHVycUaP,17
sjhCedIsiFemCVjEqIpNl,8
sjhCedIsiFemCVjEqIpNl,2
sjhCedIsiFemCVjEqIpNl,10
sjhCedIsiFemCVjEqIpNl,9
sjhCedIsiFemCVjEqIpNl,17
sMK15hACQFQH5WadTjaOT,19
sMK15hACQFQH5WadTjaOT,8
sMK15hACQFQH5WadTjaOT,9
sMK15hACQFQH5WadTjaOT,22
sMK15hACQFQH5WadTjaOT,23
sm4bbJyjuqi2cSL1iMnA7,8
sm4bbJyjuqi2cSL1iMnA7,13
sm4bbJyjuqi2cSL1iMnA7,10
sm4bbJyjuqi2cSL1iMnA7,3
sIzMus48uzpNRRvkOPQk9,8
sIzMus48uzpNRRvkOPQk9,21
sIzMus48uzpNRRvkOPQk9,18
sIzMus48uzpNRRvkOPQk9,12
sIzMus48uzpNRRvkOPQk9,23
sntp5piHI1tCpaa9Cl5Fh,19
sntp5piHI1tCpaa9Cl5Fh,8
sntp5piHI1tCpaa9Cl5Fh,23
sXgB0NHI5aslMG4ZpjB41,9
swj9huzenN8heCZgd9vVn,19
swj9huzenN8heCZgd9vVn,8
swj9huzenN8heCZgd9vVn,2
swj9huzenN8heCZgd9vVn,10
swj9huzenN8heCZgd9vVn,3
svDNma4OnZHIr31bELXht,8
svDNma4OnZHIr31bELXht,2
svDNma4OnZHIr31bELXht,9
svDNma4OnZHIr31bELXht,22
svDNma4OnZHIr31bELXht,23
slaLnZj0KJKPzNcPis5P2,19
slaLnZj0KJKPzNcPis5P2,15
sGPGevTk3hd0OsjjrwCPH,8
sR7jtvyUeZEUU65nwb8mK,8
sR7jtvyUeZEUU65nwb8mK,3
sR7jtvyUeZEUU65nwb8mK,9
sR7jtvyUeZEUU65nwb8mK,23
sRHgLjcfpFyUw4o52GIXG,2
sRHgLjcfpFyUw4o52GIXG,10
sRHgLjcfpFyUw4o52GIXG,3
savv47zfC5fmNL59y2w5r,8
savv47zfC5fmNL59y2w5r,2
savv47zfC5fmNL59y2w5r,9
savv47zfC5fmNL59y2w5r,23
s23YYijta5ONv8qBDBzR2,8
s23YYijta5ONv8qBDBzR2,2
s23YYijta5ONv8qBDBzR2,9
s23YYijta5ONv8qBDBzR2,23
sojtxoqjtATaMWx7iferl,19
sojtxoqjtATaMWx7iferl,8
sojtxoqjtATaMWx7iferl,17
sojtxoqjtATaMWx7iferl,22
ssVqgYzmU5S80k5KmWKIh,8
sYv1ELCxz2fQO9VDboKCD,8
sYv1ELCxz2fQO9VDboKCD,3
sYv1ELCxz2fQO9VDboKCD,23
s8mi0d86Ik0qGLtZFgz1E,8
s8mi0d86Ik0qGLtZFgz1E,3
s8mi0d86Ik0qGLtZFgz1E,21
s8mi0d86Ik0qGLtZFgz1E,18
s8mi0d86Ik0qGLtZFgz1E,9
sppiYM0mxZYlYStoysSeG,19
sppiYM0mxZYlYStoysSeG,13
sppiYM0mxZYlYStoysSeG,2
sppiYM0mxZYlYStoysSeG,3
sppiYM0mxZYlYStoysSeG,23
s3C3WpIml4o2WjBrT1b5p,9
s35PwPLUQdwplV627Ug05,19
s35PwPLUQdwplV627Ug05,9
saf8pLmPD04jTshAgF94l,8
saf8pLmPD04jTshAgF94l,2
saf8pLmPD04jTshAgF94l,6
s5CB8e5NGYpvYfCPzTBMY,19
s5CB8e5NGYpvYfCPzTBMY,14
s5CB8e5NGYpvYfCPzTBMY,8
s5CB8e5NGYpvYfCPzTBMY,13
s5CB8e5NGYpvYfCPzTBMY,1
s5CB8e5NGYpvYfCPzTBMY,2
s5CB8e5NGYpvYfCPzTBMY,3
s5CB8e5NGYpvYfCPzTBMY,6
s1gBPyxzDrUDAB2AJGoNq,8
s1gBPyxzDrUDAB2AJGoNq,1
s1gBPyxzDrUDAB2AJGoNq,2
s1gBPyxzDrUDAB2AJGoNq,9
s1gBPyxzDrUDAB2AJGoNq,23
s8B6oCg3ZG15H9aCJ5OBN,8
s8B6oCg3ZG15H9aCJ5OBN,9
s8B6oCg3ZG15H9aCJ5OBN,12
svGaCdB3kD4B0SJrn8Vdu,8
svGaCdB3kD4B0SJrn8Vdu,9
svGaCdB3kD4B0SJrn8Vdu,22
svGaCdB3kD4B0SJrn8Vdu,23
s8WOCdjB831sFfMMoYAvM,19
s8WOCdjB831sFfMMoYAvM,8
s8WOCdjB831sFfMMoYAvM,9
s8WOCdjB831sFfMMoYAvM,12
s8WOCdjB831sFfMMoYAvM,23
sIoeQhpuCQjigO1YPXahX,8
sIoeQhpuCQjigO1YPXahX,1
sIoeQhpuCQjigO1YPXahX,10
sIoeQhpuCQjigO1YPXahX,7
sIoeQhpuCQjigO1YPXahX,5
sktGqkU9lUP6i8RKJ9zrG,8
sktGqkU9lUP6i8RKJ9zrG,9
sktGqkU9lUP6i8RKJ9zrG,5
s8buIvN8sbi6p2sjqv5oB,8
s8buIvN8sbi6p2sjqv5oB,10
s8buIvN8sbi6p2sjqv5oB,3
s4yMyiwVkmOPVdZ6arCoZ,19
s4yMyiwVkmOPVdZ6arCoZ,17
s4yMyiwVkmOPVdZ6arCoZ,22
s4yMyiwVkmOPVdZ6arCoZ,23
sAdWNzUhp8uZzCjhh7KxZ,19
sAdWNzUhp8uZzCjhh7KxZ,14
s9VCPgD6l0fvRKizfICW4,9
s9VCPgD6l0fvRKizfICW4,23
sQpwbkA6QStMXwejpZukC,19
sQpwbkA6QStMXwejpZukC,8
sQpwbkA6QStMXwejpZukC,1
sQpwbkA6QStMXwejpZukC,3
sQpwbkA6QStMXwejpZukC,9
sheXZ9RRtt3tSj1yWaQbZ,22
sheXZ9RRtt3tSj1yWaQbZ,23
snpwdg5O90YtC1puj3cVX,19
snpwdg5O90YtC1puj3cVX,10
sB99dBx0fBmwbu8steClK,8
sB99dBx0fBmwbu8steClK,10
sij2RTyVmbr4WrTR2oYL1,8
sij2RTyVmbr4WrTR2oYL1,13
sij2RTyVmbr4WrTR2oYL1,3
sij2RTyVmbr4WrTR2oYL1,6
sij2RTyVmbr4WrTR2oYL1,9
sij2RTyVmbr4WrTR2oYL1,5
sJCed5IzjsftmJs1wsbMC,8
sCaknWv4xYkawFltyNg63,8
sCaknWv4xYkawFltyNg63,13
sCaknWv4xYkawFltyNg63,1
sCaknWv4xYkawFltyNg63,4
ssoZURZjINnLgY8z0Q36S,19
ssoZURZjINnLgY8z0Q36S,8
ssoZURZjINnLgY8z0Q36S,10
ssoZURZjINnLgY8z0Q36S,23
sj2FZiv36nnIqSq8bJ7gb,19
sj2FZiv36nnIqSq8bJ7gb,23
sikP5gDy7FkEYA4LYkBQx,19
sikP5gDy7FkEYA4LYkBQx,14
sikP5gDy7FkEYA4LYkBQx,8
sikP5gDy7FkEYA4LYkBQx,2
sz88lnQT4kdJx20RrvWu4,8
sz88lnQT4kdJx20RrvWu4,2
sz88lnQT4kdJx20RrvWu4,3
s77WOAx7uaKmHTVGInE5H,2
s77WOAx7uaKmHTVGInE5H,23
snkx3RMzeJpVDFP1Bc8gy,8
snkx3RMzeJpVDFP1Bc8gy,2
snkx3RMzeJpVDFP1Bc8gy,9
snkx3RMzeJpVDFP1Bc8gy,23
s1xxGfF2I6me6rjCBmjiA,19
s1xxGfF2I6me6rjCBmjiA,8
s1xxGfF2I6me6rjCBmjiA,2
s1xxGfF2I6me6rjCBmjiA,9
s1xxGfF2I6me6rjCBmjiA,12
swRYrLp3YWUlZql6QGsUl,8
swRYrLp3YWUlZql6QGsUl,10
swRYrLp3YWUlZql6QGsUl,3
sbflNTBNj3yNdDgJ7guMa,8
sbflNTBNj3yNdDgJ7guMa,1
sqRO8ZiLqY8lyCd5N0Fiy,8
srKV2rP1UwlztG7zml2f1,19
srKV2rP1UwlztG7zml2f1,2
srKV2rP1UwlztG7zml2f1,9
srKV2rP1UwlztG7zml2f1,22
srKV2rP1UwlztG7zml2f1,23
sLrOVVXgsIjxLlLUdkkxv,19
sLrOVVXgsIjxLlLUdkkxv,13
sLrOVVXgsIjxLlLUdkkxv,10
sLrOVVXgsIjxLlLUdkkxv,9
sLrOVVXgsIjxLlLUdkkxv,23
saShzNlFr2ouAxlkxumrT,19
saShzNlFr2ouAxlkxumrT,8
saShzNlFr2ouAxlkxumrT,13
saShzNlFr2ouAxlkxumrT,1
saShzNlFr2ouAxlkxumrT,9
saShzNlFr2ouAxlkxumrT,23
sslYGwUNIhJJVls5EdyN7,8
sslYGwUNIhJJVls5EdyN7,13
sslYGwUNIhJJVls5EdyN7,1
swETV24KYeN8IdwPZSy7z,8
swETV24KYeN8IdwPZSy7z,9
swETV24KYeN8IdwPZSy7z,22
swETV24KYeN8IdwPZSy7z,23
sZOLvGltPMgJLie2ESi6f,8
sZOLvGltPMgJLie2ESi6f,2
sZOLvGltPMgJLie2ESi6f,10
sZOLvGltPMgJLie2ESi6f,9
swXUriUsVicYFVFmzh0Z2,8
sxcS00NHXqznGPHeVf7JL,8
sxcS00NHXqznGPHeVf7JL,2
sxcS00NHXqznGPHeVf7JL,10
sxcS00NHXqznGPHeVf7JL,6
sxcS00NHXqznGPHeVf7JL,26
stJsZsAAyfrPwnPtpx7Bs,8
stJsZsAAyfrPwnPtpx7Bs,9
sGybjaSXGbJNkqGai9eVp,19
sGybjaSXGbJNkqGai9eVp,8
sGybjaSXGbJNkqGai9eVp,2
sGybjaSXGbJNkqGai9eVp,10
sNtP5A9GsIkBdziuHwF36,8
sNtP5A9GsIkBdziuHwF36,2
sNtP5A9GsIkBdziuHwF36,9
slzGBbBUJIb6Sq96qypwc,8
slzGBbBUJIb6Sq96qypwc,2
slzGBbBUJIb6Sq96qypwc,3
slzGBbBUJIb6Sq96qypwc,11
sD5HrqlAUHkEASvQhJyGO,19
sD5HrqlAUHkEASvQhJyGO,8
sD5HrqlAUHkEASvQhJyGO,23
sYCNykKh508S4vW1vah0y,8
sYCNykKh508S4vW1vah0y,2
sYCNykKh508S4vW1vah0y,10
sYCNykKh508S4vW1vah0y,3
sYCNykKh508S4vW1vah0y,9
seknfLBvftjnGurnMTL8F,8
seknfLBvftjnGurnMTL8F,9
seknfLBvftjnGurnMTL8F,23
sjXDIXoNY94SUE29Cxb2n,8
sjXDIXoNY94SUE29Cxb2n,3
sjXDIXoNY94SUE29Cxb2n,9
suWOTjxnEcuSn0Y8ixEgz,19
suWOTjxnEcuSn0Y8ixEgz,17
suWOTjxnEcuSn0Y8ixEgz,22
suWOTjxnEcuSn0Y8ixEgz,5
swnhuvK5euNSGHFeDMGSg,8
swnhuvK5euNSGHFeDMGSg,3
swnhuvK5euNSGHFeDMGSg,21
swnhuvK5euNSGHFeDMGSg,6
s9ZdAi1iZ2E3kRMtf5OKC,3
s9ZdAi1iZ2E3kRMtf5OKC,6
s9ZdAi1iZ2E3kRMtf5OKC,5
s0MUsTeJKFujqiUb6Rnrg,8
s0MUsTeJKFujqiUb6Rnrg,9
s0MUsTeJKFujqiUb6Rnrg,22
s0MUsTeJKFujqiUb6Rnrg,16
s0MUsTeJKFujqiUb6Rnrg,23
sgZnWkPIGuoMHJ6CgUkoK,8
sgZnWkPIGuoMHJ6CgUkoK,13
sgZnWkPIGuoMHJ6CgUkoK,10
sgZnWkPIGuoMHJ6CgUkoK,3
sgZnWkPIGuoMHJ6CgUkoK,5
soq31rTnmHNaN5slMnAxc,8
soq31rTnmHNaN5slMnAxc,2
sNT24z0Az5iUXWl0hVXIk,19
sNT24z0Az5iUXWl0hVXIk,8
sNT24z0Az5iUXWl0hVXIk,9
sHu1XspDkgdUEtilTDi2x,8
sHu1XspDkgdUEtilTDi2x,27
sJiMaqdxabted41fMCXdC,8
sJiMaqdxabted41fMCXdC,9
sNrbX1slKnXtEoKZiPpSu,8
sNrbX1slKnXtEoKZiPpSu,5
sdcFjYAL8FoBtkwFbBgtm,8
sdcFjYAL8FoBtkwFbBgtm,13
sdcFjYAL8FoBtkwFbBgtm,3
sdcFjYAL8FoBtkwFbBgtm,9
sbvoEJPSjm4wuOHE53w9F,19
sbvoEJPSjm4wuOHE53w9F,8
sbvoEJPSjm4wuOHE53w9F,3
supNzmYYYVf6SpoBUqFo5,8
supNzmYYYVf6SpoBUqFo5,2
supNzmYYYVf6SpoBUqFo5,3
supNzmYYYVf6SpoBUqFo5,4
supNzmYYYVf6SpoBUqFo5,5
sLsaDVLN6CTuoizdKKkPm,8
sLsaDVLN6CTuoizdKKkPm,10
sLsaDVLN6CTuoizdKKkPm,9
sf0G1cII5bzyCwfUy4piK,3
sf0G1cII5bzyCwfUy4piK,5
sf0G1cII5bzyCwfUy4piK,23
sywEX1z85NNpma7YAS88S,19
sywEX1z85NNpma7YAS88S,8
sywEX1z85NNpma7YAS88S,2
sywEX1z85NNpma7YAS88S,9
sywEX1z85NNpma7YAS88S,12
sPfZcNYN5LVQBcQmzcv9P,19
sPfZcNYN5LVQBcQmzcv9P,9
sPfZcNYN5LVQBcQmzcv9P,22
s1ZbtaLEnyAsv9aqwDxwk,19
s1ZbtaLEnyAsv9aqwDxwk,8
s1ZbtaLEnyAsv9aqwDxwk,7
s1ZbtaLEnyAsv9aqwDxwk,9
sBmNkYLQ0MzavNmNte9TT,19
sBmNkYLQ0MzavNmNte9TT,8
sBmNkYLQ0MzavNmNte9TT,2
sBmNkYLQ0MzavNmNte9TT,9
sBmNkYLQ0MzavNmNte9TT,23
snvgv7BxllotTmzqdUkBr,3
snvgv7BxllotTmzqdUkBr,23
sl1gP5e4VqMQf786zSj2T,8
sl1gP5e4VqMQf786zSj2T,5
shYXqLnaI6ypFfUDd6GY3,8
shYXqLnaI6ypFfUDd6GY3,2
shYXqLnaI6ypFfUDd6GY3,9
shYXqLnaI6ypFfUDd6GY3,23
sGbHBZRp5BRNHzVUC1i7a,8
sGbHBZRp5BRNHzVUC1i7a,3
sGbHBZRp5BRNHzVUC1i7a,31
sGbHBZRp5BRNHzVUC1i7a,15
sxRhiEdrXfVTRsylvCOb3,19
sxRhiEdrXfVTRsylvCOb3,3
sxRhiEdrXfVTRsylvCOb3,9
sxRhiEdrXfVTRsylvCOb3,16
salWEz3nnsfYKaI21oj3o,2
salWEz3nnsfYKaI21oj3o,10
salWEz3nnsfYKaI21oj3o,3
s3S4yXZAPE1VqkohFh4R0,8
s3S4yXZAPE1VqkohFh4R0,9
s3S4yXZAPE1VqkohFh4R0,23
soaT0QtTH2v8a4Mfqv1Nt,19
soaT0QtTH2v8a4Mfqv1Nt,8
soaT0QtTH2v8a4Mfqv1Nt,2
sWQng1RimUpTULlUNQsfJ,10
sI8mXOM3y0A6wYrlOAxwS,19
sI8mXOM3y0A6wYrlOAxwS,8
sI8mXOM3y0A6wYrlOAxwS,9
sI8mXOM3y0A6wYrlOAxwS,17
sFiyOmczx8OUFlG63upq7,8
sFiyOmczx8OUFlG63upq7,2
sFiyOmczx8OUFlG63upq7,10
sFiyOmczx8OUFlG63upq7,3
sFiyOmczx8OUFlG63upq7,9
syKGiFl1wPpwr20JBmKN7,8
syKGiFl1wPpwr20JBmKN7,2
syKGiFl1wPpwr20JBmKN7,10
sEG5oohvQOseDjcSFAXJ1,1
sEG5oohvQOseDjcSFAXJ1,10
sEG5oohvQOseDjcSFAXJ1,7
sypBWFAHu9FpTIz6xRlgC,8
sypBWFAHu9FpTIz6xRlgC,10
sypBWFAHu9FpTIz6xRlgC,3
sypBWFAHu9FpTIz6xRlgC,24
sAxnHLw5UDqvcMGO9hdzS,8
sAxnHLw5UDqvcMGO9hdzS,3
sAxnHLw5UDqvcMGO9hdzS,6
slcM5KFDluvjlcJQGdRBk,19
slcM5KFDluvjlcJQGdRBk,8
slcM5KFDluvjlcJQGdRBk,13
slcM5KFDluvjlcJQGdRBk,1
slcM5KFDluvjlcJQGdRBk,9
slcM5KFDluvjlcJQGdRBk,23
sn2h8Sl1Xv0vFtsSuvZGT,19
sn2h8Sl1Xv0vFtsSuvZGT,8
sn2h8Sl1Xv0vFtsSuvZGT,3
sn2h8Sl1Xv0vFtsSuvZGT,22
sn2h8Sl1Xv0vFtsSuvZGT,23
s6l8IVEeiS69D66LazN9a,8
s6l8IVEeiS69D66LazN9a,3
sXND1fSwLrKg5z7SzVT5s,8
sXND1fSwLrKg5z7SzVT5s,13
sXND1fSwLrKg5z7SzVT5s,1
sXND1fSwLrKg5z7SzVT5s,3
sXND1fSwLrKg5z7SzVT5s,7
smr6vUb5X34TrNaC1AuXe,3
smr6vUb5X34TrNaC1AuXe,5
smr6vUb5X34TrNaC1AuXe,23
sOHhAHV1Vc2f4T8kU5rQf,8
sOHhAHV1Vc2f4T8kU5rQf,2
sOHhAHV1Vc2f4T8kU5rQf,10
sOHhAHV1Vc2f4T8kU5rQf,3
sOHhAHV1Vc2f4T8kU5rQf,9
sgxXzzCEM5WJzvm2SjYPM,8
